422	1000	219	136	1101	10	16
423	300	704	96	3000	48	27
424	300	705	96	3000	49	27
431	3000	63	61	3001	13	14
432	3001	13	14	3000	63	61
433	3001	13	15	3000	63	61
434	3001	24	14	3002	13	11
435	3002	13	11	3001	24	14
439	3000	52	72	3010	3	9
440	3010	3	9	3000	52	72
441	3010	3	10	3000	52	72
442	3000	36	40	3012	1	9
443	3012	1	9	3000	36	40
444	3012	1	10	3000	36	40
445	3012	10	16	3013	7	1
446	3013	7	1	3012	10	16
447	3012	10	3	3014	7	13
448	3014	7	13	3012	10	3
449	3000	60	50	3020	3	9
450	3020	3	9	3000	60	50
451	3020	3	10	3000	60	50
452	3000	34	53	3021	9	15
453	3021	9	15	3000	34	53
454	3021	10	15	3000	34	53
455	3200	66	77	3201	12	14
456	3201	12	14	3200	66	77
457	3201	12	15	3200	66	77
458	3201	23	14	3202	13	12
459	3202	13	12	3201	23	14
462	3212	1	9	3200	50	63
463	3212	10	15	3214	7	1
464	3214	7	1	3212	10	15
473	3200	71	63	3220	3	9
474	3220	3	9	3200	71	63
475	3220	3	10	3200	71	63
480	1805	9	19	1000	113	17
481	1809	10	19	1000	131	17
482	4220	1	10	4200	35	37
487	100	596	84	2400	67	65
488	2400	66	64	100	595	83
489	100	587	51	2400	58	32
490	2400	67	64	100	596	83
491	100	588	51	2400	59	32
492	100	330	481	2100	66	47
493	2400	58	31	100	587	50
494	100	330	480	2100	66	46
495	2400	59	31	100	588	50
496	2100	67	47	100	331	481
497	2100	67	46	100	331	480
498	400	223	443	4000	30	28
499	4000	24	41	400	216	457
500	4000	24	39	400	216	455
501	400	217	457	4000	25	41
502	4000	24	40	400	216	456
503	400	264	433	4000	70	17
504	400	264	434	4000	70	18
505	400	264	435	4000	70	19
506	4000	71	17	400	265	433
507	4000	71	18	400	265	434
508	4000	71	19	400	265	435
509	400	217	455	4000	25	39
510	400	217	456	4000	25	40
511	400	224	443	4000	31	28
512	400	225	443	4000	32	28
513	4000	30	27	400	223	442
514	4000	31	27	400	224	442
515	4000	32	27	400	225	442
516	400	248	247	4300	36	70
517	400	249	247	4300	37	70
518	400	250	247	4300	38	70
530	4200	43	62	400	584	317
531	4200	44	62	400	585	317
532	4000	38	59	4020	1	10
533	4020	1	10	4000	38	59
534	4020	1	11	4000	38	59
535	4000	48	53	4008	4	9
536	4008	4	9	4000	48	53
537	4008	4	10	4000	48	53
538	4000	44	33	4010	1	9
539	4010	1	9	4000	44	33
540	4010	1	10	4000	44	33
541	4000	43	23	4001	9	16
542	4001	9	16	4000	43	23
543	4001	10	16	4000	43	23
544	4000	58	43	4012	1	9
545	4012	1	9	4000	58	43
546	4012	1	10	4000	58	43
547	4012	15	16	4013	7	1
548	4013	7	1	4012	15	16
549	4010	15	13	4011	15	11
550	4011	15	11	4010	15	13
551	4008	19	6	4009	8	4
552	4009	8	4	4008	19	6
553	4009	3	5	4022	12	6
554	4022	12	6	4009	3	5
555	4009	3	13	4021	12	6
556	4021	12	6	4009	3	13
557	4001	9	6	4002	7	4
558	4002	7	4	4001	9	6
559	4300	47	64	4310	1	8
560	4310	1	8	4300	47	64
561	4310	1	9	4300	47	64
562	4300	36	54	4312	6	13
563	4312	6	13	4300	36	54
564	4312	7	13	4300	36	54
565	4300	40	30	4320	11	17
566	4320	11	17	4300	40	30
567	4320	12	17	4300	40	30
568	4300	67	64	4308	5	8
569	4308	5	8	4300	67	64
570	4308	5	9	4300	67	64
571	4308	11	14	4309	5	7
572	4309	5	7	4308	11	14
573	4309	7	4	4322	7	12
574	4322	7	12	4309	7	4
575	4309	12	4	4321	7	12
576	4321	7	12	4309	12	4
577	4312	6	5	4313	6	13
578	4313	6	13	4312	6	5
579	4312	7	5	4313	6	13
580	4200	34	25	4210	1	9
581	4210	1	9	4200	34	25
582	4210	1	10	4200	34	25
583	4200	35	37	4220	1	10
584	4220	1	11	4200	35	37
585	4200	29	60	4212	1	6
586	4212	1	6	4200	29	60
587	4212	1	7	4200	29	60
590	4206	1	6	4200	68	51
593	4206	1	14	4200	68	54
594	4200	46	56	4208	6	7
595	4208	6	7	4200	46	56
596	4208	6	8	4200	46	56
597	4212	9	6	4213	1	6
598	4213	1	6	4212	9	6
599	4212	9	7	4213	1	7
600	4213	1	7	4212	9	7
601	4213	7	12	4214	7	1
602	4214	7	1	4213	7	12
603	4210	15	13	4211	15	11
604	4211	15	11	4210	15	13
607	4209	3	5	4221	11	6
608	4221	11	6	4209	3	5
609	4209	3	13	4222	12	6
610	4222	12	6	4209	3	13
611	1520	104	21	1502	9	16
625	2113	3	11	2198	9	5
626	2198	9	5	2113	3	11
627	2113	3	12	2198	9	6
628	2198	9	6	2113	3	12
631	2199	5	1	2198	8	2
632	2198	8	2	2199	5	1
635	2499	8	3	2412	22	9
636	2412	22	9	2499	8	3
637	3099	5	12	3012	17	6
638	3012	17	6	3099	5	12
641	4099	14	6	4012	13	7
642	4012	13	7	4099	14	6
643	4299	11	2	4214	12	6
644	4214	12	6	4299	11	2
645	4399	5	4	4313	9	9
646	4313	9	9	4399	5	4
648	1000	122	36	1810	10	17
649	1808	1	10	1000	124	189
650	1806	1	9	1000	117	99
658	1807	9	18	1000	121	17
659	1802	10	17	1000	202	59
660	1803	0	9	1000	96	119
661	20301	50	99	301	45	69
663	1804	0	9	1000	118	75
664	301	45	69	20301	50	99
686	15005	18	34	15003	49	46
687	15003	49	46	15005	18	34
688	15003	27	29	15004	24	13
689	15004	24	13	15003	27	29
690	15004	11	44	300	240	265
691	300	240	265	15004	11	44
694	15000	20	8	15001	38	79
695	15001	38	79	15000	20	8
696	15001	11	9	15002	14	41
697	15002	14	41	15001	11	9
698	15002	24	11	400	196	443
699	400	196	443	15002	24	11
702	11000	20	59	11001	34	14
703	11001	34	14	11000	20	59
704	11001	24	81	11002	35	10
705	11002	35	10	11001	24	81
706	11002	26	64	100	442	349
707	100	442	349	11002	26	64
710	11003	41	8	11004	62	65
711	11004	62	65	11003	41	8
714	11005	30	4	100	691	188
715	100	691	188	11005	30	4
718	13001	133	26	300	402	304
719	300	402	304	13001	133	26
722	14000	45	9	14001	14	68
723	14001	14	68	14000	45	9
724	14001	57	13	14002	30	44
725	14002	30	44	14001	57	13
741	1810	10	17	1000	122	36
742	1000	196	33	1811	2	9
743	1811	2	9	1000	196	33
744	1521	48	80	1520	70	15
759	11006	33	31	11007	40	34
760	11007	40	34	11006	33	31
761	11007	22	42	11008	22	40
762	11008	22	40	11007	22	42
763	11007	7	9	11008	7	9
764	11008	7	9	11007	7	9
765	11008	42	34	11009	42	33
766	11009	42	33	11008	42	34
767	11009	27	12	11010	27	12
768	11010	27	12	11009	27	12
769	11010	39	36	11011	35	38
770	11011	35	38	11010	39	36
782	14008	24	11	14009	29	24
783	14009	29	24	14008	24	11
792	14003	18	5	14004	21	36
793	14004	21	36	14003	18	5
796	100	509	153	1155	7	14
797	1155	7	14	100	509	153
798	1000	231	102	1156	13	26
799	1156	13	26	1000	231	102
804	100	595	84	2400	66	65
814	2412	6	13	2400	56	48
815	2400	56	48	2412	6	13
816	2412	6	14	2400	56	48
820	14010	7	33	400	260	359
821	14010	7	34	400	260	360
823	14010	27	11	14011	16	32
824	14011	16	32	14010	27	11
825	14011	34	12	14012	25	39
826	14012	25	39	14011	34	12
827	14012	16	9	14013	32	35
828	14013	32	35	14012	16	9
829	14013	34	9	14014	27	34
830	14014	27	34	14013	34	9
831	14014	24	8	14015	39	28
832	14015	39	28	14014	24	8
833	14015	18	28	14016	22	28
834	14016	22	28	14015	18	28
839	1000	95	49	1157	0	9
840	1157	0	9	1000	95	49
841	1000	117	57	1158	1	9
842	1158	1	9	1000	117	57
846	4130	25	11	4140	5	9
847	4140	5	9	4130	25	11
848	4140	5	10	4130	25	12
849	4130	25	12	4140	5	10
854	1158	15	5	11012	25	26
855	11012	25	26	1158	15	5
856	1157	9	2	11012	4	4
857	11012	4	4	1157	9	2
858	4130	25	32	4141	3	18
859	4141	3	18	4130	25	32
860	4141	3	19	4130	25	33
861	4130	25	33	4141	3	19
862	4130	20	22	4142	9	23
863	4142	9	23	4130	20	22
864	4142	9	24	4130	20	22
873	4130	8	22	4100	101	72
874	4100	101	72	4130	8	23
875	4130	8	23	4100	101	72
877	1000	119	130	1081	10	24
878	1000	102	131	1170	16	23
879	1170	16	23	1000	102	131
880	4143	14	25	4142	20	0
881	4142	20	0	4143	14	25
882	4142	19	0	4143	13	25
883	4143	13	25	4142	19	0
884	4142	20	47	4144	15	4
885	4144	15	4	4142	20	47
886	4144	14	4	4142	19	47
887	4142	19	47	4144	14	4
888	11013	22	22	11014	10	25
889	11014	10	25	11013	22	22
892	11013	9	5	11006	15	30
893	11006	15	30	11013	9	5
894	100	351	145	11013	12	29
895	11013	12	29	100	351	145
896	1207	14	21	1202	23	0
897	1202	23	0	1207	14	21
898	1000	216	158	1159	0	9
899	1159	0	9	1000	216	158
903	2201	13	16	2200	71	60
904	2200	71	60	2201	13	16
905	2201	12	16	2200	71	60
906	2201	15	5	2202	15	4
907	2202	15	4	2201	15	5
908	2211	2	11	2200	87	73
909	2200	87	73	2211	2	11
910	2211	2	12	2200	87	73
911	2212	2	22	2200	69	28
912	2200	69	28	2212	2	22
913	2212	2	23	2200	69	28
914	2220	1	10	2200	77	47
915	2200	77	47	2220	1	10
916	2220	1	11	2200	77	47
926	1531	44	15	1530	27	8
927	1530	27	8	1531	44	15
928	1530	3	7	1500	47	85
929	1500	47	85	1530	3	7
932	1520	45	20	1522	25	24
933	1522	25	24	1520	45	20
934	2012	14	17	2099	12	17
935	2099	12	17	2012	14	17
936	2312	8	10	2399	7	3
937	2399	7	3	2312	8	10
938	1531	23	19	11015	31	48
939	11015	31	48	1531	23	19
940	1537	27	8	1531	44	15
941	1536	27	8	1531	44	15
942	1535	27	8	1531	44	15
943	1534	27	8	1531	44	15
944	1533	27	8	1531	44	15
945	1533	3	7	1500	47	85
946	1534	3	7	1500	47	85
947	1535	3	7	1500	47	85
948	1536	3	7	1500	47	85
949	1537	3	7	1500	47	85
950	11019	27	5	11018	16	10
951	11018	16	10	11019	27	5
952	1000	200	132	1153	8	14
953	1153	8	14	1000	200	132
954	100	446	101	11020	10	23
955	11020	10	23	100	446	101
956	100	421	308	11021	25	14
957	11021	25	14	100	421	308
958	100	301	146	100	298	148
960	1160	2	13	100	299	148
968	1000	132	132	1161	12	19
969	1161	12	19	1000	132	132
970	1000	117	112	1162	0	9
971	1162	0	9	1000	117	112
973	3300	11	26	300	571	358
974	3300	54	66	300	596	381
975	3300	67	27	300	624	358
976	3300	67	28	300	624	358
977	3300	39	15	300	596	334
981	2101	19	17	2100	62	42
982	2100	62	42	2101	19	17
983	2101	18	17	2100	62	42
984	2100	56	42	2101	6	17
985	2101	6	17	2100	56	42
986	2101	7	17	2100	56	42
987	1154	33	27	1164	20	24
988	1164	20	24	1154	33	27
989	1164	20	25	1154	33	27
990	2000	32	65	2002	7	19
991	2002	7	19	2000	32	65
993	1000	195	97	1185	3	9
994	1185	3	9	1000	195	97
995	1000	182	132	1187	15	25
996	1187	15	25	1000	182	132
997	1187	16	7	1188	15	9
998	1188	15	9	1187	16	7
1004	1000	132	175	1182	9	15
1005	1182	9	15	1000	132	175
1006	1182	8	15	1000	132	175
1007	1000	190	133	1181	8	16
1008	1181	8	16	1000	190	133
1009	1000	171	132	1180	14	20
1010	1180	14	20	1000	171	132
1011	1000	117	49	1190	1	9
1012	1190	1	9	1000	117	49
1013	1000	202	155	1186	9	16
1014	1186	9	16	1000	202	155
1015	1000	216	124	1189	4	14
1016	1189	4	14	1000	216	124
1017	1000	192	171	1191	3	9
1018	1191	3	9	1000	192	171
1038	1000	217	52	1062	3	12
1039	1062	3	12	1000	217	52
1040	1000	217	53	1062	3	13
1041	1062	3	13	1000	217	53
1042	1000	238	64	1154	7	29
1043	1154	7	29	1000	238	64
1044	100	672	223	11003	9	37
1045	11003	9	37	100	672	223
1170	11015	10	2	1538	16	2
1171	1538	16	2	11015	10	2
1172	1538	15	2	11015	9	2
1173	11015	9	2	1538	15	2
1194	20301	50	15	20302	50	15
1195	20302	50	15	20301	50	15
1196	20301	11	69	20302	11	59
1197	20302	11	59	20301	11	69
1198	20301	11	37	20302	11	24
1199	20302	11	24	20301	11	37
1200	20301	88	37	20302	88	24
1201	20302	88	24	20301	88	37
1202	20301	88	69	20302	88	59
1203	20302	88	59	20301	88	69
1204	20302	15	38	20303	15	44
1205	20303	15	44	20302	15	38
1206	20302	50	62	20303	50	43
1207	20303	50	43	20302	50	62
1208	20302	29	6	20303	29	6
1209	20303	29	6	20302	29	6
1210	20302	71	6	20303	71	6
1211	20303	71	6	20302	71	6
1212	20303	25	81	20304	28	81
1213	20304	28	81	20303	25	81
1214	20303	35	81	20304	37	81
1215	20304	37	81	20303	35	81
1216	20303	66	81	20304	63	81
1217	20304	63	81	20303	66	81
1218	20304	72	81	20303	76	81
1219	20303	76	81	20304	72	81
1220	20303	88	29	20304	89	30
1221	20304	89	30	20303	88	29
1222	20304	11	30	20305	11	30
1223	20305	11	30	20304	11	30
1224	20304	94	74	20305	94	74
1225	20305	94	74	20304	94	74
1226	20304	38	58	20305	38	58
1227	20305	38	58	20304	38	58
1228	20304	62	58	20305	62	58
1229	20305	62	58	20304	62	58
1232	20304	29	6	20305	26	6
1233	20305	26	6	20304	29	6
1234	20304	71	6	20305	74	6
1235	20305	74	6	20304	71	6
1240	20305	36	83	20306	36	83
1241	20306	36	83	20305	36	83
1242	20305	63	83	20306	63	83
1243	20306	63	83	20305	63	83
1244	20306	74	10	20307	74	13
1245	20307	74	13	20306	74	10
1246	20306	27	10	20307	27	13
1247	20307	27	13	20306	27	10
1250	20307	90	25	20308	90	25
1251	20308	90	25	20307	90	25
1252	20307	50	85	20308	50	85
1253	20308	50	85	20307	50	85
1254	20308	28	81	20309	28	81
1255	20309	28	81	20308	28	81
1256	20308	72	81	20309	72	81
1257	20309	72	81	20308	72	81
1258	20308	8	65	20309	10	65
1259	20309	10	65	20308	8	65
1262	20310	12	24	20309	27	53
1263	20309	27	53	20310	12	24
1264	20309	51	48	20308	50	47
1265	20308	50	47	20309	51	48
1266	20308	51	34	20309	50	28
1267	20309	50	28	20308	51	34
1268	20307	10	25	20308	10	25
1269	20308	10	25	20307	10	25
1270	20308	27	8	20309	27	8
1271	20309	27	8	20308	27	8
1272	20308	74	8	20309	74	8
1273	20309	74	8	20308	74	8
1274	20309	27	25	20310	15	7
1275	20310	15	7	20309	27	25
1276	20309	51	8	20310	37	3
1277	20310	37	3	20309	51	8
1278	20309	79	28	20310	61	12
1279	20310	61	12	20309	79	28
1280	20308	74	53	20309	74	53
1281	20309	74	53	20308	74	53
1287	2301	14	4	2302	11	5
1288	2302	11	5	2301	14	4
1289	2303	23	4	2302	9	3
1290	2302	9	3	2303	23	4
1291	20101	71	9	20102	69	9
1292	20102	69	9	20101	71	9
1293	20101	15	29	20102	11	28
1294	20102	11	28	20101	15	29
1295	20101	15	44	20102	11	44
1296	20102	11	44	20101	15	44
1297	20101	71	63	20102	69	62
1298	20102	69	62	20101	71	63
1305	20102	51	6	20103	52	6
1306	20103	52	6	20102	51	6
1307	20102	29	9	20103	31	6
1308	20103	31	6	20102	29	9
1309	20102	28	62	20103	31	66
1310	20103	31	66	20102	28	62
1311	20102	51	67	20103	52	66
1312	20103	52	66	20102	51	67
1315	20102	71	28	20103	67	28
1316	20103	67	28	20102	71	28
1317	20102	27	30	20103	27	27
1318	20103	27	27	20102	27	30
1319	20102	27	44	20103	27	44
1320	20103	27	44	20102	27	44
1321	20103	71	28	20104	67	27
1322	20104	67	27	20103	71	28
1323	20103	71	45	20104	67	44
1324	20104	67	44	20103	71	45
1325	20103	35	28	20104	26	27
1326	20104	26	27	20103	35	28
1327	20103	35	45	20104	26	44
1328	20104	26	44	20103	35	45
1329	20104	66	7	20105	68	10
1330	20105	68	10	20104	66	7
1331	20104	53	28	20105	47	27
1332	20105	47	27	20104	53	28
1333	20104	53	45	20105	47	44
1334	20105	47	44	20104	53	45
1335	20104	36	10	20105	30	9
1336	20105	30	9	20104	36	10
1337	20104	11	28	20105	8	27
1338	20105	8	27	20104	11	28
1341	20105	71	28	20106	66	27
1342	20106	66	27	20105	71	28
1343	20105	71	45	20106	66	44
1344	20106	66	44	20105	71	45
1345	20105	52	26	20106	47	25
1346	20106	47	25	20105	52	26
1353	20105	11	66	20106	10	64
1354	20106	10	64	20105	11	66
1361	20106	26	9	20107	28	9
1362	20107	28	9	20106	26	9
1375	20108	28	3	20109	28	11
1376	20109	28	11	20108	28	3
1387	15506	16	3	100	544	35
1391	1184	14	5	1183	17	7
1392	1183	17	7	1184	15	5
1393	1184	15	5	1183	17	7
1395	1193	24	23	1194	23	21
1396	1194	23	21	1193	24	23
1398	1193	3	15	1000	96	149
1399	1193	3	14	1000	96	148
1401	11004	16	11	11005	21	39
1402	11005	21	39	11004	16	11
1403	2801	2	10	2000	55	64
1404	2803	10	18	2300	13	106
1405	2804	2	10	2300	64	79
1407	2808	2	9	2100	34	77
1408	2807	10	17	2100	41	65
1409	2805	10	16	2100	25	35
1410	2800	10	18	2400	37	71
1414	2802	0	9	2300	63	93
1415	2806	2	10	2100	49	72
1434	1165	7	18	1154	43	26
1435	1154	43	26	1165	8	18
1436	1165	8	18	1154	43	26
1437	3806	10	14	3000	36	64
1438	3804	3	10	3000	76	79
1439	3805	12	16	3000	85	69
1440	3801	12	16	3200	56	86
1441	3802	3	9	3200	69	89
1442	3803	10	16	3200	38	58
1443	3807	2	11	3200	37	70
1446	1183	15	25	1000	106	38
1447	1000	106	38	1183	15	25
1449	15509	16	4	1000	106	31
1450	11000	8	10	11022	51	16
1451	11022	51	16	11000	8	10
1452	11022	55	53	11002	10	59
1453	11002	10	59	11022	55	53
1454	15501	16	9	2100	25	45
1459	15502	10	10	15501	8	13
1460	15501	8	13	15502	10	10
1464	11000	20	14	100	471	317
1467	15504	23	6	2100	25	45
1479	11023	7	21	11023	4	11
1480	11023	4	11	11023	7	21
1491	3210	3	9	3200	64	56
1492	3210	3	10	3200	64	56
1493	3213	7	13	3212	10	2
1502	15513	3	9	3200	64	56
1503	15513	3	10	3200	64	56
1504	15514	7	13	3212	10	2
1509	15515	7	13	15516	10	2
1510	15516	10	2	15515	7	13
1511	15516	10	15	3214	7	1
1512	15516	1	8	3200	50	63
1513	15516	1	9	3200	50	63
1514	3212	1	8	3200	50	63
