枪术大师		35	1	1000000	0						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
黑骑士		36	1	1000000	0						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
圣骑士		37	1	1000000	0						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
圣骑士2		38	1	2000000	0						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
见习弓箭手		41	1	0	0						3	3	3	0	4	3	3	3	3	4	3	4	0	3	4	4	4	4	4	4	4	4	4					
弓箭手		42	1	5000	0						3	3	3	0	6	4	4	3	3	6	3	6	0	3	6	6	6	6	6	6	6	6	6					
王宫弓箭手		43	1	10000	0						4	4	4	0	8	5	5	4	4	8	4	8	0	4	8	8	8	8	8	8	8	8	8					
弓术师范		44	1	20000	0						4	4	4	0	10	6	6	4	4	10	4	10	0	4	10	10	10	10	10	10	10	10	10					
弓术大师		45	1	1000000	0						4	4	4	0	10	6	6	4	4	10	4	10	0	4	10	10	10	10	10	10	10	10	10					
神射手		46	1	1000000	0						4	4	4	0	10	6	6	4	4	10	4	10	0	4	10	10	10	10	10	10	10	10	10					
森林守护者		47	1	1000000	0						4	4	4	0	10	6	6	4	4	10	4	10	0	4	10	10	10	10	10	10	10	10	10					
森林守护者2		48	1	2000000	0						4	4	4	0	10	6	6	4	4	10	4	10	0	4	10	10	10	10	10	10	10	10	10					
见习士兵		51	1	0	0						3	3	3	0	3	3	3	3	3	3	3	3	0	3	3	4	4	4	4	4	4	4	4					
士兵		52	1	5000	0						4	4	4	0	4	4	4	4	4	4	4	4	0	4	4	6	6	6	6	6	6	6	6					
王宫士兵		53	1	10000	0						5	5	5	0	5	5	5	5	5	5	5	5	0	5	5	8	8	8	8	8	8	8	8					
士兵长		54	1	20000	0						6	6	6	0	6	6	6	6	6	6	6	6	0	6	6	10	10	10	10	10	10	10	10					
重战士		55	1	1000000	0						6	6	6	0	6	6	6	6	6	6	6	6	0	6	6	10	10	10	10	10	10	10	10					
装甲兵		56	1	1000000	0						6	6	6	0	6	6	6	6	6	6	6	6	0	6	6	10	10	10	10	10	10	10	10					
蹂躏兵		57	1	1000000	0						6	6	6	0	6	6	6	6	6	6	6	6	0	6	6	10	10	10	10	10	10	10	10					
蹂躏兵2		58	1	2000000	0						6	6	6	0	6	6	6	6	6	6	6	6	0	6	6	10	10	10	10	10	10	10	10					
见习传教士		61	1	0	0						0	0	0	4	0	0	3	0	0	4	0	3	4	0	4	4	4	4	4	4	4	4	4					
传教士		62	1	5000	0	61	62	63	68		0	0	0	6	0	0	3	0	0	6	0	3	6	0	6	6	6	6	6	6	6	6	6	4	4	4	4	
牧师		63	1	10000	0	61	62	63	68		0	0	0	8	0	0	4	0	0	8	0	4	8	0	8	8	8	8	8	8	8	8	8	6	6	6	6	
主教		64	1	20000	0	61	62	63	68		0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10	8	8	8	8	
大主教		65	1	1000000	0						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
李贝留斯的仆人		66	1	1000000	0						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
阿尔杰斯的使徒		67	1	1000000	0						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
阿尔杰斯的使徒2		68	1	2000000	0						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
见习魔术师		71	1	0	0						0	0	0	4	0	3	0	0	0	4	0	3	4	0	4	4	4	4	4	4	4	4	4					
魔术师		72	1	5000	0						0	0	0	6	0	3	0	0	0	6	0	3	6	0	6	6	6	6	6	6	6	6	6	4	4	4	4	
王宫魔术师		73	1	10000	0						0	0	0	8	0	4	0	0	0	8	0	4	8	0	8	8	8	8	8	8	8	8	8	6	6	6	6	
魔导士		74	1	20000	0						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10	8	8	8	8	
大魔导师		75	1	1000000	0						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
狂魔		76	1	1000000	0						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
法王		77	1	1000000	0						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
法王2		78	1	2000000	0						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
见习咒术师		81	1	0	0						0	0	0	4	0	3	0	0	0	4	0	3	4	0	4	4	4	4	4	4	4	4	4					
咒术师		82	1	5000	0						0	0	0	6	0	3	0	0	0	6	0	3	6	0	6	6	6	6	6	6	6	6	6					
王宫咒术师		83	1	10000	0						0	0	0	8	0	4	0	0	0	8	0	4	8	0	8	8	8	8	8	8	8	8	8					
降头师		84	1	20000	0						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
咒术大师		85	1	1000000	0						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
右月咒缚者		86	1	1000000	0						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
左月咒缚者		87	1	1000000	0						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
左月咒缚者2		88	1	2000000	0						0	0	0	10	0	4	0	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
见习封印师		91	1	0	0						3	3	3	3	3	3	3	3	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
封印师		92	1	5000	0	69					3	3	3	4	3	3	3	3	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
王宫封印师		93	1	10000	0	69					3	3	3	5	4	4	4	4	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
封印术师范		94	1	20000	0	69					4	4	4	6	4	4	4	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
封印大师		95	1	1000000	0						4	4	4	6	4	4	4	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
黑暗召唤师		96	1	1000000	0						4	4	4	6	4	4	4	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
恶魔召唤师		97	1	1000000	0						4	4	4	6	4	4	4	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
恶魔召唤师2		98	1	2000000	0						4	4	4	6	4	4	4	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
见习饲养师		101	1	0	0						3	3	3	3	3	3	4	3	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
饲养师		102	1	5000	0	70					3	3	3	3	3	3	6	3	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
王宫饲养师		103	1	10000	0	70					4	4	4	4	4	4	8	4	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
高级饲养师		104	1	20000	0	70					4	4	4	4	4	4	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
饲养大师		105	1	1000000	0						4	4	4	4	4	4	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
顶尖饲养师		106	1	1000000	0						4	4	4	4	4	4	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
星之饲养师		107	1	1000000	0						4	4	4	4	4	4	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
星之饲养师2		108	1	2000000	0						4	4	4	4	4	4	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
见习驯兽师		111	1	0	0						3	3	3	3	3	4	3	3	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
驯兽师		112	1	5000	0	71					3	3	3	3	3	6	3	3	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
王宫驯兽师		113	1	10000	0	71					4	4	4	4	4	8	4	4	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
驯兽师范		114	1	20000	0	71					4	4	4	4	4	10	4	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
驯兽大师		115	1	1000000	0						4	4	4	4	4	10	4	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
伟大驯兽师		116	1	1000000	0						4	4	4	4	4	10	4	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
黑暗驯兽师		117	1	1000000	0						4	4	4	4	4	10	4	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
黑暗驯兽师2		118	1	2000000	0						4	4	4	4	4	10	4	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
见习盗贼		121	1	0	0						3	3	3	3	3	4	3	3	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
盗贼		122	1	5000	0	72					3	3	3	3	3	6	4	3	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
小偷		123	1	10000	0	72					4	4	4	4	4	8	5	4	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
诈欺师		124	1	20000	0	72					4	4	4	4	4	10	6	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
偷窃高手		125	1	1000000	0						4	4	4	4	4	10	6	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
盗贼王		126	1	1000000	0						4	4	4	4	4	10	6	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
大头目		127	1	1000000	0						4	4	4	4	4	10	6	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
大头目2		128	1	2000000	0						4	4	4	4	4	10	6	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
见习巫师		131	1	0	0						0	0	0	4	0	0	3	0	0	4	0	3	4	0	4	4	4	4	4	4	4	4	4					
巫师		132	1	5000	0	64	67	65	66		0	0	0	6	0	0	3	0	0	6	0	3	6	0	6	6	6	6	6	6	6	6	6	4	4	4	4	
王宫巫师		133	1	10000	0	64	67	65	66		0	0	0	8	0	0	4	0	0	8	0	4	8	0	8	8	8	8	8	8	8	8	8	6	6	6	6	
巫术大师		134	1	20000	0	64	67	65	66		0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10	8	8	8	8	
巫王		135	1	1000000	0						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
阿斯提亚神官		136	1	1000000	0						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
哈贝鲁巫女		137	1	1000000	0						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
哈贝鲁巫女2		138	1	2000000	0						0	0	0	10	0	0	4	0	0	10	0	4	10	0	10	10	10	10	10	10	10	10	10					
见习格斗士		141	1	0	0						0	0	0	0	0	0	0	0	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
格斗士		142	1	5000	0	94					0	0	0	0	0	0	0	0	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
格斗专家		143	1	10000	0	94					0	0	0	0	0	0	0	0	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
格斗家师范		144	1	20000	0	94					0	0	0	0	0	0	0	0	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
格斗王		145	1	1000000	0						0	0	0	0	0	0	0	0	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
铁拳		146	1	1000000	0						0	0	0	0	0	0	0	0	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
干架王		147	1	1000000	0						0	0	0	0	0	0	0	0	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
干架王2		148	1	2000000	0						0	0	0	0	0	0	0	0	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
初级忍者		151	1	0	0						2	2	2	0	2	4	4	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4					
中级忍者		152	1	5000	0	96					4	4	4	0	4	6	6	0	0	0	0	0	0	0	0	6	6	6	6	6	6	6	6	4				
上级忍者		153	1	10000	0	96					6	6	6	0	6	8	8	0	0	0	0	0	0	0	0	8	8	8	8	8	8	8	8	6				
影		154	1	20000	0	96					8	8	8	0	8	10	10	0	0	0	0	0	0	0	0	10	10	10	10	10	10	10	10	8				
忍术大师		155	1	1000000	0						8	8	8	0	8	10	10	0	0	0	0	0	0	0	0	10	10	10	10	10	10	10	10					
暗杀者		156	1	1000000	0						8	8	8	0	8	10	10	0	0	0	0	0	0	0	0	10	10	10	10	10	10	10	10					
女忍者		157	1	1000000	0						8	8	8	0	8	10	10	0	0	0	0	0	0	0	0	10	10	10	10	10	10	10	10					
女忍者2		158	1	2000000	0						8	8	8	0	8	10	10	0	0	0	0	0	0	0	0	10	10	10	10	10	10	10	10					
见习舞者		161	1	0	0						3	3	3	3	3	3	4	3	0	4	0	4	0	0	4	4	4	4	4	4	4	4	4					
串场艺人		162	1	5000	0	98					3	3	3	3	3	4	6	3	0	6	0	6	0	0	6	6	6	6	6	6	6	6	6	4				
舞者		163	1	10000	0	98					4	4	4	4	4	5	8	4	0	8	0	8	0	0	8	8	8	8	8	8	8	8	8	6				
超级巨星		164	1	20000	0	98					4	4	4	4	4	6	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10	8				
超级舞者		165	1	1000000	0						4	4	4	4	4	6	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
超级舞者		166	1	1000000	0						4	4	4	4	4	6	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
超级舞者		167	1	1000000	0						4	4	4	4	4	6	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
超级舞者2		168	1	2000000	0						4	4	4	4	4	6	10	4	0	10	0	10	0	0	10	10	10	10	10	10	10	10	10					
见习圣骑士		171	1	0	0						3	3	4	0	3	3	3	4	4	3	4	3	0	4	3	4	4	4	4	4	4	4	4					
教团骑士		172	1	5000	0						3	3	6	0	3	3	3	6	6	3	6	3	0	6	3	6	6	6	6	6	6	6	6					
高阶教团骑士		173	1	10000	0						3	3	8	0	3	3	3	8	8	3	8	3	0	8	3	8	8	8	8	8	8	8	8					
圣光骑士		174	1	20000	0						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
光明骑士		175	1	1000000	0						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
大圣光圣骑		176	1	1000000	0						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
大光明圣骑		177	1	1000000	0						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
大光明圣骑2		178	1	2000000	0						3	3	10	0	3	3	3	10	10	3	10	3	0	10	3	10	10	10	10	10	10	10	10					
见习造剑师		201	2	0	0						4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造剑师		202	2	5000	0	200					6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造剑师		203	2	10000	0	200					8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造剑师		204	2	20000	0	200					10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造剑大师		205	2	1000000	0	200					10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造剑圣手		206	2	1000000	0	200					10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造剑仙人		207	2	1000000	0	200					10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造剑仙人2		208	2	2000000	0	200					10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造斧师		211	2	0	0						2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造斧师		212	2	5000	400	201					2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造斧师		213	2	10000	0	201					3	8	3	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造斧师		214	2	20000	0	201					3	10	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造斧大师		215	2	1000000	0	201					3	10	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造斧圣手		216	2	1000000	0	201					3	10	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造斧大仙		217	2	1000000	0	201					3	10	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造斧大仙2		218	2	2000000	0	201					3	10	3	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造枪师		221	2	0	0						2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造枪师		222	2	5000	0	202					2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造枪师		223	2	10000	0	202					3	3	8	3	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造枪师		224	2	20000	0	202					3	3	10	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造枪大师		225	2	1000000	0	202					3	3	10	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造枪圣手		226	2	1000000	0	202					3	3	10	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造枪大仙		227	2	1000000	0	202					3	3	10	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造枪大仙2		228	2	2000000	0	202					3	3	10	3	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造弓师		231	2	0	0						2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造弓师		232	2	5000	0	203					2	2	2	2	6	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造弓师		233	2	10000	0	203					3	3	3	3	8	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造弓师		234	2	20000	0	203					3	3	3	3	10	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造弓大师		235	2	1000000	0	203					3	3	3	3	10	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造弓圣手		236	2	1000000	0	203					3	3	3	3	10	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造弓大仙		237	2	1000000	0	203					3	3	3	3	10	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造弓大仙2		238	2	2000000	0	203					3	3	3	3	10	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造杖师		241	2	0	0						2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造杖师		242	2	5000	0	204					2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造杖师		243	2	10000	0	204					3	3	3	8	3	3	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造杖师		244	2	20000	0	204					3	3	3	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造杖师大师		245	2	1000000	0	204					3	3	3	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造杖师圣手		246	2	1000000	0	204					3	3	3	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造杖师大仙		247	2	1000000	0	204					3	3	3	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造杖师大仙2		248	2	2000000	0	204					3	3	3	10	3	3	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造回力师		251	2	0	0						2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造回力师		252	2	5000	0	205					2	2	2	2	2	2	6	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造回力师		253	2	10000	0	205					3	3	3	3	3	3	8	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造回力师		254	2	20000	0	205					3	3	3	3	3	3	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
回力大师		255	2	1000000	0	205					3	3	3	3	3	3	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
回力圣手		256	2	1000000	0	205					3	3	3	3	3	3	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
回力大仙		257	2	1000000	0	205					3	3	3	3	3	3	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
回力大仙2		258	2	2000000	0	205					3	3	3	3	3	3	10	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造小刀师		261	2	0	0						2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造小刀师		262	2	5000	0	206					2	2	2	2	2	6	2	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造小刀师		263	2	10000	0	206					3	3	3	3	3	8	3	3	3	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造小刀师		264	2	20000	0	206					3	3	3	3	3	10	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
小刀大师		265	2	1000000	0	206					3	3	3	3	3	10	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
小刀圣手		266	2	1000000	0	206					3	3	3	3	3	10	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
小刀大仙		267	2	1000000	0	206					3	3	3	3	3	10	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
小刀大仙2		268	2	2000000	0	206					3	3	3	3	3	10	3	3	3	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造头盔		271	2	0	0						2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	4	4	4	4	4	4	4	4					
造头盔师		272	2	5000	0	207					2	2	2	2	2	2	2	2	6	2	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造头盔师		273	2	10000	0	207					3	3	3	3	3	3	3	3	8	3	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造头盔师		274	2	20000	0	207					3	3	3	3	3	3	3	3	10	3	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造头盔大师		275	2	1000000	0	207					3	3	3	3	3	3	3	3	10	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造头盔圣手		276	2	1000000	0	207					3	3	3	3	3	3	3	3	10	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造头盔大仙		277	2	1000000	0	207					3	3	3	3	3	3	3	3	10	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造头盔大仙2		278	2	2000000	0	207					3	3	3	3	3	3	3	3	10	3	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造帽子师		281	2	0	0						2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	4	4	4	4	4	4	4	4					
造帽子师		282	2	5000	0	208					2	2	2	2	2	2	2	2	2	6	2	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造帽子师		283	2	10000	0	208					3	3	3	3	3	3	3	3	3	8	3	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造帽子师		284	2	20000	0	208					3	3	3	3	3	3	3	3	3	10	3	3	3	3	3	10	10	10	10	10	10	10	10	8				
造帽子大师		285	2	1000000	0	208					3	3	3	3	3	3	3	3	3	10	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造帽子圣手		286	2	1000000	0	208					3	3	3	3	3	3	3	3	3	10	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造帽子大仙		287	2	1000000	0	208					3	3	3	3	3	3	3	3	3	10	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
造帽子大仙2		288	2	2000000	0	208					3	3	3	3	3	3	3	3	3	10	3	3	3	3	3	10	10	10	10	10	10	10	10	10				
见习造铠师		291	2	0	0						2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	4	4	4	4	4	4	4	4					
造铠师		292	2	5000	0	209					2	2	2	2	2	2	2	2	2	2	6	2	2	2	2	6	6	6	6	6	6	6	6	4				
资深造铠师		293	2	10000	0	209					3	3	3	3	3	3	3	3	3	3	8	3	3	3	3	8	8	8	8	8	8	8	8	6				
御用造铠师		294	2	20000	0	209					3	3	3	3	3	3	3	3	3	3	10	3	3	3	3	10	10	10	10	10	10	10	10	8				
